ticker,sector,industry,country,market_cap_usd
SAVE.SS,Unknown,Unknown,Unknown,
SBH,Consumer Cyclical,Specialty Retail,United States,1135361024.0
SBRA,Real Estate,REIT - Healthcare Facilities,United States,5212769280.0
SBUX,Consumer Cyclical,Restaurants,United States,121737052160.0
SCCO,Basic Materials,Copper,United States,147492093952.0
SCHL,Communication Services,Publishing,United States,732631424.0
SCHW,Financial Services,Capital Markets,United States,158052630528.0
SCSC,Technology,Electronics & Computer Distribution,United States,855865856.0
SDZ.SW,Healthcare,Drug Manufacturers - Specialty & Generic,Switzerland,28332713984.0
SEDG,Technology,Solar,Israel,3756131840.0
SEIC,Financial Services,Asset Management,United States,10894326784.0
SEK,Unknown,Unknown,Unknown,
SENEA,Consumer Defensive,Packaged Foods,United States,955227264.0
SF,Financial Services,Capital Markets,United States,11431537664.0
SFD,Consumer Defensive,Packaged Foods,United States,9840866304.0
SFM,Consumer Defensive,Grocery Stores,United States,8041728512.0
SGD,Unknown,Unknown,Unknown,
SGI,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,13184150528.0
SHAK,Consumer Cyclical,Restaurants,United States,2584431616.0
SHOP,Technology,Software - Application,Canada,130128805888.0
SIG,Consumer Cyclical,Luxury Goods,Bermuda,6026365440.0
SIRI,Communication Services,Entertainment,United States,8694892544.0
SITM,Technology,Semiconductors,United States,20432728064.0
SJM,Consumer Defensive,Packaged Foods,United States,10722421760.0
SKYW,Industrials,Airlines,United States,3222397696.0
SLB,Energy,Oil & Gas Equipment & Services,United States,82796298240.0
SLM,Financial Services,Credit Services,United States,3992513536.0
SLR SM,Unknown,Unknown,Unknown,
SMCI,Technology,Computer Hardware,United States,18668029952.0
SMP,Consumer Cyclical,Auto Parts,United States,823741376.0
SMPL,Consumer Defensive,Packaged Foods,United States,1069244224.0
SMTC,Technology,Semiconductors,United States,12816280576.0
SNA,Industrials,Tools & Accessories,United States,18630559744.0
SNCY,Industrials,Airlines,United States,876356672.0
SNDK,Technology,Computer Hardware,United States,208452632576.0
SNEX,Financial Services,Capital Markets,United States,8734307328.0
SNPS,Technology,Software - Infrastructure,United States,96244596736.0
SNX,Technology,Electronics & Computer Distribution,United States,18567450624.0
SOBO,Energy,Oil & Gas Midstream,Canada,7776034304.0
SOFI,Financial Services,Credit Services,United States,20023590912.0
SOLS,Basic Materials,Specialty Chemicals,United States,13515831296.0
SOLV,Healthcare,Medical Instruments & Supplies,United States,12859955200.0
SONO,Technology,Consumer Electronics,United States,1766678144.0
SPB,Consumer Defensive,Household & Personal Products,United States,1787816576.0
SPHR,Communication Services,Entertainment,United States,4807966720.0
SPNT,Financial Services,Insurance - Reinsurance,Bermuda,2698767104.0
SPT,Technology,Software - Application,United States,375659584.0
SPXC,Industrials,Building Products & Equipment,United States,10062532608.0
SR,Utilities,Utilities - Regulated Gas,United States,5050347520.0
SSE LN,Unknown,Unknown,Unknown,
SSNC,Technology,Software - Application,United States,15553061888.0
STE,Healthcare,Medical Devices,United States,20817960960.0
STEP,Financial Services,Asset Management,United States,6692321792.0
STLD,Basic Materials,Steel,United States,33073760256.0
STNG,Energy,Oil & Gas Midstream,Monaco,4086993664.0
STRA,Consumer Defensive,Education & Training Services,United States,1790927616.0
STRL,Industrials,Engineering & Construction,United States,26047465472.0
STT,Financial Services,Asset Management,United States,42303844352.0
STX,Technology,Computer Hardware,Singapore,178367430656.0
STZ,Consumer Defensive,Beverages - Brewers,United States,24516184064.0
SUPN,Healthcare,Drug Manufacturers - Specialty & Generic,United States,2868903424.0
SW,Consumer Cyclical,Packaging & Containers,Ireland,19656912896.0
SWBI,Industrials,Aerospace & Defense,United States,682534016.0
SWK,Industrials,Tools & Accessories,United States,11680930816.0
SWKS,Technology,Semiconductors,United States,10307320832.0
SXI,Industrials,Specialty Industrial Machinery,United States,3012859904.0
SXT,Basic Materials,Specialty Chemicals,United States,4849881600.0
SYF,Financial Services,Credit Services,United States,24010106880.0
SYM,Industrials,Specialty Industrial Machinery,United States,28563951616.0
T,Communication Services,Telecom Services,United States,166968590336.0
TAP,Consumer Defensive,Beverages - Brewers,United States,7659597824.0
TASE IT,Unknown,Unknown,Unknown,
TBPH,Healthcare,Biotechnology,United States,836189696.0
TCMD,Healthcare,Medical Devices,United States,512929344.0
TDC,Technology,Software - Infrastructure,United States,3181521152.0
TDG,Industrials,Aerospace & Defense,United States,64266006528.0
TDS,Communication Services,Telecom Services,United States,4610925056.0
TDW,Energy,Oil & Gas Equipment & Services,United States,4095319040.0
TDY,Technology,Scientific & Technical Instruments,United States,28565618688.0
TEAM,Technology,Software - Application,Australia,22194536448.0
TECH,Healthcare,Biotechnology,United States,6779426816.0
TEL,Technology,Electronic Components,Ireland,59870748672.0
TEL2B.SS,Unknown,Unknown,Unknown,
TEM,Healthcare,Health Information Services,United States,7888280064.0
TENB,Technology,Software - Infrastructure,United States,2369744640.0
TER,Technology,Semiconductor Equipment & Materials,United States,52892467200.0
TERA.E.IS,Unknown,Unknown,Unknown,
TFPM,Basic Materials,Other Precious Metals & Mining,Canada,6607192576.0
TGNA,Communication Services,Broadcasting,United States,3243011584.0
TGT,Consumer Defensive,Discount Stores,United States,55200583680.0
TGTX,Healthcare,Biotechnology,United States,6046801408.0
THC,Healthcare,Medical Care Facilities,United States,16939702272.0
THG,Financial Services,Insurance - Property & Casualty,United States,6809828352.0
TIGO,Communication Services,Telecom Services,Luxembourg,13281009664.0
TILE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,1628476160.0
TISCO-R.BK,Financial Services,Banks - Regional,Thailand,89673416704.0
TJX,Consumer Cyclical,Apparel Retail,United States,163030188032.0
TKA GR,Unknown,Unknown,Unknown,
TKO,Communication Services,Entertainment,United States,14249106432.0
TLN,Utilities,Utilities - Independent Power Producers,United States,15273099264.0
TMDX,Healthcare,Medical Devices,United States,2184249600.0
TMHC,Consumer Cyclical,Residential Construction,United States,5118901248.0
TMUS,Communication Services,Telecom Services,United States,200445952000.0
TNET,Industrials,Staffing & Employment Services,United States,1861677056.0
TNK,Energy,Oil & Gas Midstream,Bermuda,2674159360.0
TNL,Consumer Cyclical,Travel Services,United States,3903405568.0
TOL,Consumer Cyclical,Residential Construction,United States,11953917952.0
TPC,Industrials,Engineering & Construction,United States,4196392448.0
TPE: 2330,Unknown,Unknown,Unknown,
TPE: 2337,Unknown,Unknown,Unknown,
TPE: 2344,Unknown,Unknown,Unknown,
TPE: 2345,Unknown,Unknown,Unknown,
TPE: 2360,Unknown,Unknown,Unknown,
TPE: 2368,Unknown,Unknown,Unknown,
TPE: 2383,Unknown,Unknown,Unknown,
TPE: 2404,Unknown,Unknown,Unknown,
TPE: 2408,Unknown,Unknown,Unknown,
TPE: 3037,Unknown,Unknown,Unknown,
TPE: 3044,Unknown,Unknown,Unknown,
TPE: 3665,Unknown,Unknown,Unknown,
TPE: 3711,Unknown,Unknown,Unknown,
TPE: 5434,Unknown,Unknown,Unknown,
TPE: 6191,Unknown,Unknown,Unknown,
TPE: 6196,Unknown,Unknown,Unknown,
TPE: 6257,Unknown,Unknown,Unknown,
TPE: 6515,Unknown,Unknown,Unknown,
TPE: 6691,Unknown,Unknown,Unknown,
TPE: 6919,Unknown,Unknown,Unknown,
TPE: 8046,Unknown,Unknown,Unknown,
TPE: 8112,Unknown,Unknown,Unknown,
TPG,Financial Services,Asset Management,United States,16060413952.0
TPH,Consumer Cyclical,Residential Construction,United States,3998444288.0
TPL,Energy,Oil & Gas E&P,United States,26566883328.0
TPR,Consumer Cyclical,Luxury Goods,United States,26128424960.0
TPRO IM,Unknown,Unknown,Unknown,
TPRO.IM,Unknown,Unknown,Unknown,
TR,Consumer Defensive,Confectioners,United States,3045936384.0
TRE SM,Unknown,Unknown,Unknown,
TRI,Industrials,Specialty Business Services,Canada,36114862080.0
TRIP,Consumer Cyclical,Travel Services,United States,1100776704.0
TRMB,Technology,Scientific & Technical Instruments,United States,12851438592.0
TROW,Financial Services,Asset Management,United States,21857337344.0
TRPZ IT,Unknown,Unknown,Unknown,
TRST,Financial Services,Banks - Regional,United States,845431424.0
TSEM IT,Unknown,Unknown,Unknown,
TSLA,Consumer Cyclical,Auto Manufacturers,United States,1585816797184.0
TT,Industrials,Building Products & Equipment,Ireland,103144480768.0
TTAN,Technology,Software - Application,United States,5582102016.0
TTD,Communication Services,Advertising Agencies,United States,9942791168.0
TTMI,Technology,Electronic Components,United States,17379307520.0
TTWO,Communication Services,Electronic Gaming & Multimedia,United States,44893937664.0
TWLO,Technology,Software - Infrastructure,United States,30095237120.0
TXN,Technology,Semiconductors,United States,275512393728.0
TXNM,Utilities,Utilities - Regulated Electric,United States,6559405056.0
TXT,Industrials,Aerospace & Defense,United States,15436124160.0
TYL,Technology,Software - Application,United States,12831328256.0
U,Technology,Software - Application,United States,11856290816.0
UAL,Industrials,Airlines,United States,30136299520.0
UBER,Technology,Software - Application,United States,152853118976.0
UCB.BB,Unknown,Unknown,Unknown,
UDMY,Consumer Defensive,Education & Training Services,United States,677283328.0
UFCS,Financial Services,Insurance - Property & Casualty,United States,1233035392.0
UGI,Utilities,Utilities - Regulated Gas,United States,7287242752.0
UHAL.B,Unknown,Unknown,Unknown,
ULS,Industrials,Specialty Business Services,United States,19954749440.0
ULTA,Consumer Cyclical,Specialty Retail,United States,21618143232.0
UNFI,Consumer Defensive,Food Distribution,United States,3081321984.0
UNH,Healthcare,Healthcare Plans,United States,357672681472.0
UNIT,Real Estate,REIT - Specialty,United States,2683112960.0
UNM,Financial Services,Insurance - Life,United States,13044131840.0
UPBD,Technology,Software - Application,United States,998571520.0
UPS,Industrials,Integrated Freight & Logistics,United States,84091117568.0
UPWK,Communication Services,Internet Content & Information,United States,1009143168.0
URBN,Consumer Cyclical,Apparel Retail,United States,6183362560.0
URI,Industrials,Rental & Leasing Services,United States,60212740096.0
USBFS03,Unknown,Unknown,Unknown,
USD,Unknown,Unknown,Unknown,
USFD,Consumer Defensive,Food Distribution,United States,18141859840.0
UTHR,Healthcare,Drug Manufacturers - Specialty & Generic,United States,24134363136.0
UUUU,Energy,Uranium,United States,4600051712.0
V,Financial Services,Credit Services,United States,619492999168.0
VALT.LN,Unknown,Unknown,Unknown,
VAU AU,Unknown,Unknown,Unknown,
VBK GR,Unknown,Unknown,Unknown,
VC,Consumer Cyclical,Auto Parts,United States,2949422336.0
VCTR,Financial Services,Asset Management,United States,5345159168.0
VEEV,Healthcare,Health Information Services,United States,25925746688.0
VGNT,Consumer Cyclical,Auto Parts,Switzerland,3034248704.0
VIAV,Technology,Communication Equipment,United States,12029882368.0
VICR,Technology,Electronic Components,United States,12474264576.0
VIK,Consumer Cyclical,Travel Services,Bermuda,37343350784.0
VIRT,Financial Services,Capital Markets,United States,11725054976.0
VLO,Energy,Oil & Gas Refining & Marketing,United States,74452926464.0
VLTO,Industrials,Pollution & Treatment Controls,United States,20834185216.0
VMI,Industrials,Conglomerates,United States,9837868032.0
VNO,Real Estate,REIT - Office,United States,6262539776.0
VRSK,Industrials,Consulting Services,United States,21297600512.0
VRSN,Technology,Software - Infrastructure,United States,27078871040.0
VRT,Industrials,Electrical Equipment & Parts,United States,142481326080.0
VRTX,Healthcare,Biotechnology,United States,110900281344.0
VSAT,Technology,Communication Equipment,United States,9440282624.0
VSCO,Consumer Cyclical,Apparel Retail,United States,3650403328.0
VSNT,Communication Services,Entertainment,United States,6081584640.0
VST,Utilities,Utilities - Independent Power Producers,United States,47097643008.0
VSTS,Industrials,Rental & Leasing Services,United States,1618287232.0
VTR,Real Estate,REIT - Healthcare Facilities,United States,42515542016.0
VTRS,Healthcare,Drug Manufacturers - Specialty & Generic,United States,19191828480.0
VVX,Industrials,Aerospace & Defense,United States,2172008448.0
VZ,Communication Services,Telecom Services,United States,193620656128.0
WAT,Healthcare,Diagnostics & Research,United States,32324747264.0
WAWI NO,Unknown,Unknown,Unknown,
WBD,Communication Services,Entertainment,United States,67642548224.0
WBI,Energy,Oil & Gas Equipment & Services,United States,1444333312.0
WCC,Industrials,Industrial Distribution,United States,17471418368.0
WCP.CN,Unknown,Unknown,Unknown,
WDAY,Technology,Software - Application,United States,31213191168.0
WDC,Technology,Computer Hardware,United States,166153682944.0
WDS AU,Unknown,Unknown,Unknown,
WEC,Utilities,Utilities - Regulated Electric,United States,35556212736.0
WELL,Real Estate,REIT - Healthcare Facilities,United States,150882156544.0
WFC,Financial Services,Banks - Diversified,United States,224679100416.0
WFRD,Energy,Oil & Gas Equipment & Services,United States,7827633664.0
WGO,Consumer Cyclical,Recreational Vehicles,United States,814620032.0
WKC,Energy,Oil & Gas Refining & Marketing,United States,1461062656.0
WMB,Energy,Oil & Gas Midstream,United States,95051423744.0
WMT,Consumer Defensive,Discount Stores,United States,1047786684416.0
WOR,Industrials,Metal Fabrication,United States,2644796672.0
WPC,Real Estate,REIT - Diversified,United States,16235453440.0
WRB,Financial Services,Insurance - Property & Casualty,United States,24737787904.0
WRLD,Financial Services,Credit Services,United States,689264960.0
WRT1V FH,Unknown,Unknown,Unknown,
WS,Basic Materials,Steel,United States,1977890688.0
WSM,Consumer Cyclical,Specialty Retail,United States,19856123904.0
WT,Financial Services,Asset Management,United States,2968589824.0
WTS,Industrials,Specialty Industrial Machinery,United States,9910750208.0
WWD,Industrials,Aerospace & Defense,United States,20806930432.0
WWW,Consumer Cyclical,Footwear & Accessories,United States,1258539520.0
WYNN,Consumer Cyclical,Resorts & Casinos,United States,9903329280.0
XEL,Utilities,Utilities - Regulated Electric,United States,48643084288.0
XOM,Energy,Oil & Gas Integrated,United States,654570029056.0
XPO,Industrials,Trucking,United States,23978641408.0
XPRO,Energy,Oil & Gas Equipment & Services,United States,1797315200.0
XYZ,Technology,Software - Infrastructure,United States,41876934656.0
YELP,Communication Services,Internet Content & Information,United States,1190548736.0
YEXT,Technology,Software - Infrastructure,United States,346388352.0
YOU,Technology,Software - Application,United States,7871313408.0
ZBH,Healthcare,Medical Devices,United States,16192808960.0
ZBRA,Technology,Communication Equipment,United States,12353720320.0
ZD,Communication Services,Advertising Agencies,United States,1492201984.0
ZEG LN,Unknown,Unknown,Unknown,
ZM,Technology,Software - Application,United States,29521313792.0
ZS,Technology,Software - Infrastructure,United States,25895344128.0
ZTS,Healthcare,Drug Manufacturers - Specialty & Generic,United States,31115112448.0
ZWS,Industrials,Pollution & Treatment Controls,United States,8052083200.0
